name,Michelin stars,year,latitude,longitude,city,region,zipCode,cuisine,price,url,price_str,age_of_recognition,geo_group,cuisine_group,has_url,price_numeric
Shinji (Tanglin Road),1,2018-01-01,1.305821,103.8257,Singapore,Singapore,Unknown,Sushi,4,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,4,5,North-East,Sushi,1,4.0
Shinji by Kanesaka,1,2019-01-01,22.149635,113.56397,Macau,Macau,Unknown,Sushi,4,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,4,4,North-East,Sushi,1,4.0
Shisen Hanten,2,2018-01-01,1.302395,103.8365,Singapore,Singapore,Unknown,Chinese,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shisen-hanten,1,5,North-East,Chinese,1,1.0
Shoukouwa,2,2018-01-01,1.2863698,103.854,Singapore,Singapore,Unknown,Sushi,5,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shoukouwa,5,5,North-East,Sushi,1,5.0
Shoun RyuGin,2,2019-01-01,25.08258,121.5595,Taipei,Taipei,110,Japanese contemporary,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/shoun-ryugin,4,4,North-East,Japanese,1,4.0
Shunji,1,2019-01-01,34.028496,-118.45195,Los Angeles,California,90064,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shunji,4,4,North-West,Japanese,1,4.0
Silvio Nickol Gourmet Restaurant,2,2019-01-01,48.20558,16.37693,Wien,Austria,1010,Modern cuisine,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,5,4,North-East,Modern cuisine,1,5.0
Simon Radley at Chester Grosvenor,1,2019-01-01,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,Not Specified,4,North-West,Modern cuisine,1,
Simpsons,1,2019-01-01,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,Not Specified,4,North-West,Modern cuisine,1,
SingleThread,3,2019-01-01,38.612164,-122.869705,San Francisco,California,95448,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,4,4,North-West,Contemporary,1,4.0
Siren by RW,1,2019-01-01,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,3,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,3,4,North-West,Seafood,1,3.0
SK Mat & Människor,1,2019-01-01,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,3,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,3,4,North-East,Modern cuisine,1,3.0
Sketch (The Lecture Room & Library),2,2019-01-01,51.51287,-0.14136,Mayfair,United Kingdom,W1S 2XG,Modern French,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sketch-the-lecture-room-library,Not Specified,4,North-West,French,1,
Slotskøkkenet,1,2019-01-01,55.771236,11.390805,Hørve,Denmark,4534,Creative,4,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,4,4,North-East,Creative,1,4.0
Smyth,2,2019-01-01,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,4,4,North-West,Contemporary,1,4.0
Social Eating House,1,2019-01-01,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,Not Specified,4,North-West,Modern cuisine,1,
Soigné,1,2019-01-01,37.49816,127.002,Seoul,South Korea,Unknown,Innovative,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,3,4,North-East,Innovative,1,3.0
Søllerød Kro,1,2019-01-01,55.81325,12.49548,København,Denmark,2840,Modern cuisine,2,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,2,4,North-East,Modern cuisine,1,2.0
Somni,2,2019-01-01,34.070095,-118.37649,Los Angeles,California,90048,Contemporary,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,4,4,North-West,Contemporary,1,4.0
Sons & Daughters,1,2019-01-01,37.79037,-122.40917,San Francisco,California,94108,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters,4,4,North-West,Contemporary,1,4.0
Sorn,1,2019-01-01,13.723242,100.56848,Bangkok,Thailand,Unknown,Southern Thai,5,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,5,4,North-East,Southern Thai,1,5.0
Sorrel,1,2019-01-01,37.788334,-122.44614,San Francisco,California,94101,Californian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel,3,4,North-West,Californian,1,3.0
Sorrel,1,2019-01-01,51.228825,-0.3346741,Dorking,United Kingdom,RH4 2JU,Modern British,Not Specified,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,Not Specified,4,North-West,Modern British,1,
Sosban & The Old Butchers,1,2019-01-01,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,Not Specified,4,North-West,Modern cuisine,1,
Spiaggia,1,2019-01-01,41.90062,-87.62457,Chicago,Chicago,60611,Italian,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,4,4,North-West,Italian,1,4.0
Spondi,2,2019-01-01,37.96525,23.742971,Athína,Greece,116 36,French,5,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,5,4,North-East,French,1,5.0
SPQR,1,2019-01-01,37.78732,-122.43375,San Francisco,California,94115,Italian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr,3,4,North-West,Italian,1,3.0
Spring Moon,1,2019-01-01,22.294943,114.17182,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,3,4,North-East,Chinese,1,3.0
Spruce,1,2019-01-01,37.78772,-122.45264,San Francisco,California,94118,Californian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce,3,4,North-West,Californian,1,3.0
Sra Bua by Kiin Kiin,1,2019-01-01,13.754137,100.53451,Bangkok,Thailand,Unknown,Thai Contemporary,3,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,3,4,North-East,Thai Contemporary,1,3.0
St John,1,2019-01-01,51.52064,-0.10133,Clerkenwell,United Kingdom,EC1M 4AY,Traditional British,Not Specified,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,Not Specified,4,North-West,Traditional British,1,
Stand,1,2019-01-01,47.500244,19.059624,Budapest,Hungary,1061,Modern cuisine,3,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,3,4,North-East,Modern cuisine,1,3.0
Star Inn at Harome,1,2019-01-01,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,Not Specified,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,Not Specified,4,North-West,Modern British,1,
State Bird Provisions,1,2019-01-01,37.783737,-122.43283,San Francisco,California,94115,American,2,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions,2,4,North-West,American,1,2.0
Statholdergaarden,1,2019-01-01,59.90937,10.74305,Oslo,Norway,151,Classic cuisine,4,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,4,4,North-East,Classic cuisine,1,4.0
Stay,1,2019-01-01,37.513004,127.10257,Seoul,South Korea,Unknown,French contemporary,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,3,4,North-East,French,1,3.0
Steirereck im Stadtpark,2,2019-01-01,48.20229,16.3805,Wien,Austria,1030,Creative,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,5,4,North-East,Creative,1,5.0
Story,1,2019-01-01,51.50268,-0.07774,Bermondsey,United Kingdom,SE1 2JX,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,Not Specified,4,North-West,Modern cuisine,1,
Stud!o at The Standard,1,2019-01-01,55.67799,12.59191,København,Denmark,1058 K,Creative,3,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,3,4,North-East,Creative,1,3.0
Suan Thip,1,2019-01-01,13.926962,100.502144,Bangkok,Thailand,Unknown,Thai,1,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,1,4,North-East,Thai,1,1.0
Substans,1,2019-01-01,56.15415,10.20372,Aarhus,Denmark,8000,Modern cuisine,3,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,3,4,North-East,Modern cuisine,1,3.0
Sühring,2,2019-01-01,13.710947,100.545654,Bangkok,Thailand,Unknown,European contemporary,4,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suhring,4,4,North-East,European contemporary,1,4.0
Summer Palace,1,2019-01-01,22.277136,114.1643,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,3,4,North-East,Chinese,1,3.0
Summer Palace,1,2018-01-01,1.3043848,103.825,Singapore,Singapore,Unknown,Cantonese,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1,5,North-East,Chinese,1,1.0
Summer Pavilion,1,2018-01-01,1.291284,103.8603,Singapore,Singapore,Unknown,Cantonese,2,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,2,5,North-East,Chinese,1,2.0
Sun Tung Lok,2,2019-01-01,22.30099,114.17221,Hong Kong,Hong Kong,Unknown,Cantonese,2,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,2,4,North-East,Chinese,1,2.0
Sushi Amamoto,2,2019-01-01,25.037945,121.55487,Taipei,Taipei,110,Sushi,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-amamoto,4,4,North-East,Sushi,1,4.0
Sushi Amane,1,2019-01-01,40.75133,-73.971725,New York,New York City,10017,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,4,4,North-West,Japanese,1,4.0
Sushi Ginza Onodera,2,2019-01-01,34.08238,-118.37654,Los Angeles,California,Unknown,Japanese,4,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,4,4,North-West,Japanese,1,4.0
Sushi Ginza Onodera,2,2019-01-01,40.752396,-73.981575,New York,New York City,10017,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,4,4,North-West,Japanese,1,4.0
Sushi Ichi,1,2018-01-01,1.305105,103.8324,Singapore,Singapore,Unknown,Sushi,3,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,3,5,North-East,Sushi,1,3.0
Sushi Inoue,1,2019-01-01,40.810448,-73.943726,New York,New York City,10027,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,4,4,North-West,Japanese,1,4.0
Sushi Kimura,1,2018-01-01,1.3063719,103.829475,Singapore,Singapore,Unknown,Sushi,4,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,4,5,North-East,Sushi,1,4.0
Sushi Nakazawa,1,2019-01-01,40.731716,-74.00451,New York,New York City,10014,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,4,4,North-West,Japanese,1,4.0
Sushi Nomura,1,2019-01-01,25.03618,121.55465,Taipei,Taipei,110,Sushi,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,3,4,North-East,Sushi,1,3.0
Sushi Noz,1,2019-01-01,40.77384,-73.958275,New York,New York City,Unknown,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,4,4,North-West,Japanese,1,4.0
Sushi Ryu,1,2019-01-01,25.055832,121.52724,Taipei,Taipei,110,Sushi,4,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,4,4,North-East,Sushi,1,4.0
Sushi Saito,2,2019-01-01,22.286467,114.15677,Hong Kong,Hong Kong,Unknown,Sushi,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,5,4,North-East,Sushi,1,5.0
Sushi Shikon,3,2019-01-01,22.28511,114.15208,Hong Kong,Hong Kong,Unknown,Sushi,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,5,4,North-East,Sushi,1,5.0
Sushi Sho,1,2019-01-01,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,3,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,3,4,North-East,Japanese,1,3.0
Sushi Taro,1,2019-01-01,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,4,4,North-West,Japanese,1,4.0
Sushi Tokami,1,2019-01-01,22.296112,114.16916,Hong Kong,Hong Kong,Unknown,Sushi,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,5,4,North-East,Sushi,1,5.0
Sushi Wadatsumi,1,2019-01-01,22.281038,114.15646,Hong Kong,Hong Kong,Unknown,Sushi,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,3,4,North-East,Sushi,1,3.0
Sushi Yasuda,1,2019-01-01,40.75108,-73.97364,New York,New York City,10017,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,4,4,North-West,Japanese,1,4.0
Sushi Yoshizumi,1,2019-01-01,37.565075,-122.3211,San Francisco,California,94401,Japanese,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,4,4,North-West,Japanese,1,4.0
T'ang Court,3,2019-01-01,22.296572,114.1698,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/t-ang-court,3,4,North-East,Chinese,1,3.0
Ta Vie,2,2019-01-01,22.282766,114.15529,Hong Kong,Hong Kong,Unknown,Innovative,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ta-vie,5,4,North-East,Innovative,1,5.0
Table for Four,1,2019-01-01,37.49769,126.99442,Seoul,South Korea,Unknown,European contemporary,3,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,3,4,North-East,European contemporary,1,3.0
Taco María,1,2019-01-01,33.69475,-117.924965,Costa Mesa,California,92626,Mexican,3,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/taco-maria,3,4,North-West,Mexican,1,3.0
Tail Up Goat,1,2019-01-01,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,2,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,2,4,North-West,Contemporary,1,2.0
Tainan Tan Tsu Mien Seafood,1,2019-01-01,25.03799,121.4984,Taipei,Taipei,110,Seafood,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,2,4,North-East,Seafood,1,2.0
Taïrroir,2,2019-01-01,25.082718,121.559296,Taipei,Taipei,110,Innovative,3,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tairroir,3,4,North-East,Innovative,1,3.0
Takumi by Daisuke Mori,1,2019-01-01,22.276512,114.17718,Hong Kong,Hong Kong,Unknown,Innovative,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,5,4,North-East,Innovative,1,5.0
Tangará Jean-Georges,1,2019-01-01,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,5,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,5,4,South-West,Modern cuisine,1,5.0
Tate,1,2019-01-01,22.280996,114.15276,Hong Kong,Hong Kong,Unknown,Innovative,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,5,4,North-East,Innovative,1,5.0
Temporis,1,2019-01-01,41.898907,-87.66725,Chicago,Chicago,Unknown,Contemporary,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis,4,4,North-West,Contemporary,1,4.0
Tempura Matsui,1,2019-01-01,40.74839,-73.97474,New York,New York City,10158,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,4,4,North-West,Japanese,1,4.0
Tenku RyuGin,2,2019-01-01,22.30331,114.16021,Hong Kong,Hong Kong,Unknown,Japanese,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,5,4,North-East,Japanese,1,5.0
Texture,1,2019-01-01,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,Not Specified,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,Not Specified,4,North-West,Creative,1,
The Araki,3,2019-01-01,51.511826,-0.140389,Mayfair,United Kingdom,W1S 3BF,Japanese,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,Not Specified,4,North-West,Japanese,1,
The Cellar,1,2019-01-01,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,Not Specified,4,North-West,Modern cuisine,1,
The Checkers,1,2019-01-01,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,Not Specified,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,Not Specified,4,North-West,French,1,
The Clocktower,1,2019-01-01,40.7414,-73.987595,New York,New York City,10010,Contemporary,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,3,4,North-West,Contemporary,1,3.0
The Clove Club,1,2019-01-01,51.52711,-0.07927,Shoreditch,United Kingdom,EC1V 9LT,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,Not Specified,4,North-West,Modern cuisine,1,
The Coach,1,2019-01-01,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,Not Specified,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,Not Specified,4,North-West,Modern British,1,
The Cross at Kenilworth,1,2019-01-01,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,Not Specified,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,Not Specified,4,North-West,Classic cuisine,1,
The Dabney,1,2019-01-01,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,2,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,2,4,North-West,American,1,2.0
The Dining Room,1,2019-01-01,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,Not Specified,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,Not Specified,4,North-West,Asian influences,1,
The Eight,3,2019-01-01,22.190475,113.54341,Macau,Macau,Unknown,Chinese,3,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,3,4,North-East,Chinese,1,3.0
The Finch,1,2019-01-01,40.68704,-73.96297,New York,New York City,11238,American,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,3,4,North-West,American,1,3.0
The French Laundry,3,2019-01-01,38.40443,-122.36474,San Francisco,California,94599,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,4,4,North-West,Contemporary,1,4.0
The Glasshouse,1,2019-01-01,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,Not Specified,4,North-West,Modern cuisine,1,
The Golden Peacock,1,2019-01-01,22.148178,113.56335,Macau,Macau,Unknown,Indian,1,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1,4,North-East,Indian,1,1.0
The Guest House,2,2019-01-01,25.04486,121.52198,Taipei,Taipei,110,Sichuan-Huai Yang,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/the-guest-house,2,4,North-East,Sichuan-Huai Yang,1,2.0
The Inn at Little Washington,3,2019-01-01,38.713623,-78.16208,"Washington, D.C.",Washington DC,22747,American,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,4,4,North-West,American,1,4.0
The Kitchen,1,2019-01-01,38.58894,-121.41424,Sacramento,California,95825,Contemporary,4,https://guide.michelin.com/us/en/california/us-sacramento/restaurant/the-kitchen559371,4,4,North-West,Contemporary,1,4.0
The Kitchen,1,2019-01-01,22.191442,113.543,Macau,Macau,Unknown,Steakhouse,3,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,3,4,North-East,Steakhouse,1,3.0
The Man Behind The Curtain,1,2019-01-01,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,Not Specified,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,Not Specified,4,North-West,Creative,1,
The Modern,2,2019-01-01,40.76106,-73.97628,New York,New York City,10019,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,4,4,North-West,Contemporary,1,4.0
The Musket Room,1,2019-01-01,40.723915,-73.99375,New York,New York City,10012,Contemporary,3,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,3,4,North-West,Contemporary,1,3.0
The Neptune,1,2019-01-01,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,Not Specified,4,North-East,Modern cuisine,1,
The Ninth,1,2019-01-01,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,Not Specified,4,North-West,Mediterranean cuisine,1,
The Ocean,1,2019-01-01,22.235146,114.198524,Hong Kong,Hong Kong,Unknown,French,5,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,5,4,North-East,French,1,5.0
The Peat Inn,1,2019-01-01,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,Not Specified,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,Not Specified,4,North-West,Classic cuisine,1,
The Progress,1,2019-01-01,37.78371,-122.43282,San Francisco,California,94115,Californian,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress,3,4,North-West,Californian,1,3.0
The Restaurant at Meadowood,3,2019-01-01,38.52025,-122.46479,San Francisco,California,94574,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,4,4,North-West,Contemporary,1,4.0
The River Café,1,2019-01-01,40.703613,-73.994774,New York,New York City,11201,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,4,4,North-West,Contemporary,1,4.0
The Song of India,1,2018-01-01,1.310767,103.8353,Singapore,Singapore,Unknown,Indian,1,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1,5,North-East,Indian,1,1.0
The Sportsman,1,2019-01-01,51.34392,0.95885,Seasalter,United Kingdom,CT5 4BP,Modern British,Not Specified,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,Not Specified,4,North-East,Modern British,1,
The Square,1,2019-01-01,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,Not Specified,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,Not Specified,4,North-West,French,1,
The Tasting Room,2,2019-01-01,22.14958,113.56505,Macau,Macau,Unknown,French contemporary,3,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-tasting-room,3,4,North-East,French,1,3.0
The Village Pub,1,2019-01-01,37.42897,-122.25178,San Francisco,California,94062,Contemporary,3,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,3,4,North-West,Contemporary,1,3.0
The Whitebrook,1,2019-01-01,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,Not Specified,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,Not Specified,4,North-West,Modern British,1,
Thomas Carr @ The Olive Room,1,2019-01-01,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,Not Specified,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,Not Specified,4,North-West,Seafood,1,
Thörnströms Kök,1,2019-01-01,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,3,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,3,4,North-East,Classic cuisine,1,3.0
Ti Trin Ned,1,2019-01-01,55.56659,9.752689,Fredericia,Denmark,7000,Modern cuisine,3,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,3,4,North-East,Modern cuisine,1,3.0
Tian,1,2019-01-01,48.20513,16.37456,Wien,Austria,1010,Vegetarian,5,https://guide.michelin.com/at/en/vienna/wien/restaurant/tian,5,4,North-East,Vegetarian,1,5.0
Tien Hsiang Lo,1,2019-01-01,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,2,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,2,4,North-East,Hang Zhou,1,2.0
Tim Allen's Flitch of Bacon,1,2019-01-01,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,Not Specified,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,Not Specified,4,North-East,Modern British,1,
Tim Ho Wan (Sham Shui Po),1,2019-01-01,22.32805,114.16665,Hong Kong,Hong Kong,Unknown,Dim Sum,1,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,1,4,North-East,Dim Sum,1,1.0
Tim's Kitchen,1,2019-01-01,22.189898,113.5439,Macau,Macau,Unknown,Cantonese,2,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,2,4,North-East,Chinese,1,2.0
Tin Lung Heen,2,2019-01-01,22.30357,114.16007,Hong Kong,Hong Kong,Unknown,Cantonese,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,3,4,North-East,Chinese,1,3.0
Topolobampo,1,2019-01-01,41.89047,-87.63085,Chicago,Chicago,60654,Mexican,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,4,4,North-West,Mexican,1,4.0
Tosca,1,2019-01-01,22.30357,114.16007,Hong Kong,Hong Kong,Unknown,Italian,3,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,3,4,North-East,Italian,1,3.0
Trinity,1,2019-01-01,51.46336,-0.14148,Clapham Common,United Kingdom,SW4 0JG,Modern cuisine,Not Specified,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,Not Specified,4,North-West,Modern cuisine,1,
